"","V1","name","gp","min","pts","fgm","fga","fg","3p_made","3pa","3p","ftm","fta","ft","oreb","dreb","reb","ast","stl","blk","tov","target_5yrs"
"317",316,"Karl Malone*",81,30.6,14.9,6.2,12.5,49.6,0,0,0,2.4,5,48.1,2.1,6.7,8.9,2.9,1.3,0.5,3.4,"SI"
"318",317,"Wayman Tisdale",81,28.1,14.7,6.4,12.4,51.5,0,0,0,2,2.9,68.4,2.4,4.9,7.2,1,0.4,0.5,2.3,"SI"
"319",318,"Benoit Benjamin",79,26.4,11.1,4.1,8.4,49,0,0,33.3,2.9,3.9,74.6,2,5.6,7.6,1,0.8,2.6,1.8,"SI"
"320",319,"Chris Mullin*",55,25.3,14,5.2,11.3,46.3,0.1,0.5,18.5,3.4,3.8,89.6,0.8,1.3,2.1,1.9,1.3,0.4,1.4,"SI"
"321",320,"Gerald Wilkins",81,25,12.5,5.4,11.5,46.8,0.1,0.3,28,1.6,2.9,55.7,1.1,1.4,2.6,2,0.8,0.1,1.9,"SI"
"322",321,"Joe Dumars*",82,23.9,9.4,3.5,7.3,48.1,0.1,0.2,31.3,2.3,2.9,79.8,0.7,0.7,1.5,4.8,0.8,0.1,1.9,"SI"
"323",322,"Cody Zeller",82,17.3,6,2.1,4.9,42.6,0,0,0,1.8,2.4,73,1.4,2.9,4.3,1.1,0.5,0.5,1.1,"NO"
"324",323,"Charles Oakley",77,23,9.6,3.6,7,51.9,0,0,0,2.3,3.5,66.2,3.3,5.3,8.6,1.7,0.9,0.4,2.3,"SI"
"325",324,"Jon Koncak",82,20.7,8.3,3.2,6.3,50.7,0,0,0,1.9,3.1,60.7,2.1,3.6,5.7,0.7,0.5,0.8,1.4,"SI"
"326",325,"Keith Lee",58,20.6,7.4,3.1,6.6,46.6,0,0.2,22.2,1.3,1.7,78.1,2,4.1,6.1,1.2,0.5,0.6,1.3,"NO"
"327",326,"Ed Pinckney",80,20,8.5,3.2,5.7,55.8,0,0,0,2.1,3.2,67.3,1.2,2.7,3.9,1.1,0.9,0.5,1.9,"SI"
"328",327,"A.C. Green",82,18.8,6.4,2.5,4.7,53.9,0,0.1,16.7,1.2,2,61.1,2,2.7,4.6,0.7,0.6,0.6,1.2,"SI"
"329",328,"Bob Thornton",71,18.6,4.7,1.8,3.9,45.6,0,0,0,1.2,2.3,53.1,1.6,2.5,4.1,0.6,0.4,0.1,1.2,"SI"
"330",329,"Terry Catledge",64,17.1,7.7,3.2,6.7,46.9,0,0.1,0,1.4,2.2,64.7,1.7,2.6,4.3,0.3,0.5,0.1,1.1,"SI"
"331",330,"Spud Webb",79,15.6,7.8,2.5,5.2,48.3,0,0.1,18.2,2.7,3.5,78.5,0.3,1.2,1.6,4.3,1,0.1,2,"SI"
"332",331,"Terry Porter",79,15.4,7.1,2.7,5.7,47.4,0.2,0.5,31,1.6,2,80.6,0.4,1,1.5,2.5,1,0,1.3,"SI"
"333",332,"Marquese Chriss",34,17.1,7,2.7,6.3,42.7,0.6,2.1,31,1,1.7,59.6,1.1,2.2,3.3,0.5,0.5,0.5,1.2,"NO"
"334",333,"Nick Calathes",71,16.5,4.9,2,4.4,45.7,0.3,0.9,31.1,0.6,1,61.1,0.3,1.6,1.9,2.9,0.9,0.1,1.4,"NO"
"335",334,"Carey Scurry",78,15,4.7,1.8,3.9,47.2,0,0.1,9.1,1,1.6,61.9,1.2,1.9,3.1,1.1,1,0.8,1.2,"NO"
"336",335,"Dirk Minniefield",76,14.9,5.5,2.2,4.6,48.1,0.1,0.5,27,1,1.2,78.5,0.6,1.2,1.7,3.5,0.9,0,1.4,"NO"
"337",336,"Joe Kleine",80,14.8,5.2,2,4.3,46.5,0,0,0,1.2,1.6,72.3,1.4,3.3,4.7,0.6,0.3,0.4,1.3,"SI"
"338",337,"Alfredrick Hughes",68,12.7,5.2,2.2,5.5,40.9,0,0.3,17.6,0.7,1.2,58.3,0.7,0.9,1.7,0.9,0.4,0.1,0.9,"NO"
"339",338,"Ken Johnson",64,12.7,4.1,1.8,3.3,52.8,0,0,0,0.6,1.3,43.5,1.4,2.4,3.8,0.3,0.2,0.3,0.9,"NO"
"340",339,"Ken Johnson",64,12.7,4.1,1.8,3.3,52.8,0,0,0,0.6,1.3,43.5,1.4,2.4,3.8,0.3,0.2,0.3,0.9,"NO"
"341",340,"Pete Williams",53,10.8,2.8,1.3,2.1,60.4,0,0,0,0.3,0.8,42.5,0.9,1.9,2.8,0.3,0.4,0.4,0.4,"NO"
"342",341,"Bill Martin",66,10.5,5,2.2,4.5,48,0,0.1,0,0.7,0.8,85.2,0.6,0.9,1.5,0.8,0.3,0.1,0.9,"NO"
"343",342,"Tony Snell",77,16,4.5,1.7,4.4,38.4,0.7,2.3,32,0.4,0.5,75.6,0.2,1.4,1.6,0.9,0.4,0.2,0.6,"NO"
"344",343,"Fred Cofield",45,10.4,3.7,1.7,4.1,40.8,0.1,0.3,20,0.3,0.4,60,0.1,0.9,1,1.8,0.4,0.1,1.1,"NO"
"345",344,"Dwayne McClain",45,10.2,3.5,1.5,4,38.3,0,0.2,11.1,0.4,0.8,51.4,0.3,0.4,0.7,1.5,0.8,0.1,0.9,"NO"
"346",345,"John Battle",64,10,4.3,1.6,3.5,45.5,0,0.1,0,1.2,1.6,72.8,0.2,0.8,1,1.2,0.4,0.1,0.7,"SI"
"347",346,"Jerry Reynolds",55,9.2,3.7,1.3,2.9,44.4,0,0,50,1.1,1.9,55.8,0.7,0.8,1.5,1.6,0.8,0.3,0.9,"SI"
"348",347,"Steve Harris",57,8.5,4.5,1.8,4.1,44.2,0,0.1,20,0.9,0.9,92.6,0.4,0.6,1,0.9,0.4,0.1,0.6,"SI"
"349",348,"Lorenzo Charles",36,7.6,3.4,1.4,2.4,55.7,0,0,0,0.7,1,66.7,0.4,0.7,1.1,0.2,0.1,0.2,0.5,"NO"
"350",349,"Sam Vincent",57,7.6,3.2,1,2.8,36.4,0,0.1,25,1.1,1.2,92.9,0.2,0.6,0.8,1.2,0.3,0.1,0.9,"SI"
"351",350,"Blair Rasmussen",48,6.9,3.2,1.3,3.1,40.7,0,0,0,0.6,0.8,79.5,0.8,1.3,2,0.3,0.1,0.2,0.8,"SI"
"352",351,"Phil Pressey",75,15.1,2.8,1,3.4,30.8,0.4,1.4,26.4,0.4,0.6,64.4,0.3,1.1,1.4,3.2,0.9,0.1,1.2,"NO"
"353",352,"Michael Jordan*",82,38.3,28.2,10.2,19.8,51.5,0.1,0.6,17.3,7.7,9.1,84.5,2,4.5,6.5,5.9,2.4,0.8,3.5,"SI"
"354",353,"Vern Fleming",80,31.1,14.1,5.4,11.5,47,0,0.1,0,3.3,4.2,76.7,1.9,2.2,4,3.1,1.2,0.1,2.5,"SI"
"355",354,"Sam Bowie",76,29.2,10,3.9,7.3,53.7,0,0,0,2.1,3,71.1,2.7,5.9,8.6,2.8,0.7,2.7,2.3,"SI"
"356",355,"Charles Barkley*",82,28.6,14,5.2,9.5,54.5,0,0.1,16.7,3.6,4.9,73.3,3.2,5.3,8.6,1.9,1.2,1,2.5,"SI"
"357",356,"Sam Perkins",82,28.3,11,4.2,9,47.1,0.1,0.4,25,2.4,3,82,2.3,5.1,7.4,1.6,0.8,0.8,1.2,"SI"
"358",357,"Jay Humphries",80,25.8,8.8,3.5,7.8,44.6,0.1,0.3,20,1.8,2.1,82.9,0.4,1.7,2.1,4.4,1.3,0.1,2.1,"SI"
"359",358,"Melvin Turpin",79,24.7,10.6,4.6,9,51.1,0,0,0,1.4,1.8,78.4,2,3.8,5.7,0.5,0.5,1.1,1.5,"SI"
"360",359,"Otis Thorpe",82,23.4,12.8,5,8.4,60,0,0,0,2.8,4.5,62,2.3,4.5,6.8,1.4,0.4,0.5,2.3,"SI"
"361",360,"Kevin Willis",82,21.8,9.3,3.9,8.4,46.7,0,0.1,22.2,1.5,2.2,65.7,2.2,4.2,6.4,0.4,0.4,0.6,1.3,"SI"
"362",361,"Michael Cage",75,21.5,7.1,2.9,5.3,54.3,0,0,0,1.3,1.8,73.7,1.7,3.5,5.2,0.7,0.6,0.4,1.1,"SI"
"363",362,"Alvin Robertson",79,21.3,9.2,3.8,7.6,49.8,0.1,0.1,36.4,1.6,2.1,73.4,1.5,1.9,3.4,3.5,1.6,0.3,2.1,"SI"
"364",363,"Tim McCormick",78,20.3,9.3,3.4,6.2,55.7,0,0,0,2.4,3.4,71.5,1.9,3.2,5.1,1,0.2,0.4,1.5,"SI"
"365",364,"Charles Jones",78,20.1,8.4,3,5.8,52,0,0.1,0,2.3,3.6,64.8,1.8,3.3,5.1,1.6,0.6,0.8,1.8,"SI"
"366",365,"Charles Jones",78,20.1,8.4,3,5.8,52,0,0.1,0,2.3,3.6,64.8,1.8,3.3,5.1,1.6,0.6,0.8,1.8,"NO"
"367",366,"Charles Jones",78,20.1,8.4,3,5.8,52,0,0.1,0,2.3,3.6,64.8,1.8,3.3,5.1,1.6,0.6,0.8,1.8,"NO"
"368",367,"Charles Jones",29,16.4,3.7,1.3,4.2,31.7,0.7,2.1,31.1,0.4,0.8,50,0.3,1.1,1.4,1.4,0.6,0.2,1,"SI"
"369",368,"Charles Jones",29,16.4,3.7,1.3,4.2,31.7,0.7,2.1,31.1,0.4,0.8,50,0.3,1.1,1.4,1.4,0.6,0.2,1,"NO"
"370",369,"Charles Jones",29,16.4,3.7,1.3,4.2,31.7,0.7,2.1,31.1,0.4,0.8,50,0.3,1.1,1.4,1.4,0.6,0.2,1,"NO"
"371",370,"Jeff Turner",72,19.8,5.8,2.4,5.2,45.4,0,0,0,1.1,1.3,85.9,1.2,1.8,3,1.5,0.4,0.1,1.3,"SI"
"372",371,"Tony Brown",82,19.3,6.6,2.6,5.7,46,0,0.1,0,1.4,2.1,67.8,1.8,1.7,3.5,1.9,0.7,0.1,1.4,"SI"
"373",372,"Antoine Carr",62,19.3,8,3.2,6,52.8,0,0.1,33.3,1.6,2.1,78.9,1.3,2.5,3.7,1.3,0.5,1.3,1.7,"SI"
"374",373,"Steve Colter",78,18.7,7.1,2.8,6.1,45.3,0.3,0.9,35.1,1.3,1.7,75.4,0.5,1.4,1.9,3.1,1,0.1,1.4,"SI"
"375",374,"Ken Bannister",75,18.7,6.8,2.8,5.9,47,0,0,0,1.2,2.6,47.4,1.4,3,4.4,0.5,0.5,0.5,1.9,"SI"
"376",375,"John Stockton*",82,18.2,5.6,1.9,4.1,47.1,0,0.1,18.2,1.7,2.4,73.6,0.3,1,1.3,5.1,1.3,0.1,1.8,"SI"
"377",376,"Terence Stansbury",74,17.3,7.1,2.8,6.2,45.9,0.1,0.3,16,1.4,1.7,81,0.5,1,1.5,1.7,0.6,0.2,1.1,"NO"
"378",377,"Othell Wilson",74,17,4.4,1.8,3.9,46,0,0.2,18.8,0.7,1,71.1,0.5,1.3,1.8,2.9,1,0.2,1.3,"NO"
"379",378,"Eddie Lee Wilkins",54,17,5.5,2.1,4.3,49.8,0,0,0,1.2,2.3,54.1,1.6,3.3,4.9,0.3,0.4,0.3,1.2,"SI"
"380",379,"Chuck Aleksinas",74,15.1,5.1,2.2,4.6,47.8,0,0,0,0.7,1,73.3,1.2,2.5,3.6,0.5,0.2,0.2,1,"NO"
"381",380,"Ron Anderson",36,14.4,5.8,2.3,5.4,43.1,0,0.1,50,1.1,1.4,82,1.1,1.4,2.4,0.9,0.3,0.2,0.9,"SI"
"382",381,"Frank Brickowski",78,14.3,4.9,1.9,3.9,49.2,0,0.1,0,1.1,1.6,66.9,1,2.4,3.3,1.3,0.4,0.2,1.3,"SI"
"383",382,"Ozell Jones",67,13.3,3.7,1.6,2.7,58.9,0,0,0,0.5,1.2,39.8,1,2.6,3.6,0.8,0.5,0.8,0.9,"NO"
"384",383,"Devin Durrant",59,12.8,5.1,1.9,4.6,41.6,0,0.1,0,1.2,1.7,70.6,0.8,1.3,2.1,1.4,0.3,0.2,1.3,"NO"
"385",384,"Jerome Kersey",77,12.4,6.1,2.3,4.8,47.8,0,0,0,1.5,2.4,64.6,1.2,1.4,2.7,0.8,0.6,0.4,0.9,"SI"
"386",385,"Ron Cavenall",53,12.3,1.5,0.5,1.6,32.6,0,0,0,0.4,0.7,56.4,1,2.1,3.1,0.4,0.2,0.8,0.8,"NO"
"387",386,"Jim Petersen",60,11.9,3.2,1.2,2.4,48.6,0,0,0,0.8,1.1,75.8,0.7,1.7,2.5,0.5,0.2,0.5,1.2,"SI"
"388",387,"Tony Campbell",56,11.2,5.6,2.3,4.7,49.6,0,0,0,1,1.3,80,0.7,0.9,1.6,0.4,0.5,0.1,1.2,"SI"
"389",388,"Lancaster Gordon",63,10.8,4.1,1.7,4.6,38.3,0,0.1,22.2,0.6,0.8,75.5,0.4,0.6,1,1.4,0.5,0.1,1.1,"NO"
"390",389,"Gary Plummer",66,10.6,3.8,1.4,3.5,39.7,0,0.1,25,1,1.4,70.7,0.8,1.2,2,0.4,0.2,0.2,0.8,"NO"
"391",390,"Kenny Fields",51,10.5,3.8,1.6,3.7,44,0,0,0,0.5,0.7,75,0.8,0.8,1.6,0.7,0.2,0.2,0.6,"NO"
"392",391,"Cory Blackwell",60,9.2,3.4,1.5,4,36.7,0,0,0,0.5,0.9,50.9,0.7,0.9,1.6,0.4,0.4,0.1,0.7,"NO"
"393",392,"Bernard Thompson",59,9.1,3.3,1.3,3.6,37.3,0,0.1,0,0.7,0.9,76.5,0.6,0.7,1.3,0.9,0.5,0.2,0.6,"SI"
"394",393,"Peter Thibeaux",51,9,4.5,1.8,3.8,48.2,0,0,0,0.8,1.3,64.2,0.6,0.8,1.4,0.3,0.2,0.3,0.7,"NO"
"395",394,"Steve Burtt",47,8.9,4.2,1.5,4,38.3,0,0,0,1.1,1.6,68.8,0.2,0.4,0.6,0.4,0.5,0.1,0.7,"NO"
"396",395,"Leon Wood",38,7.1,3.2,1.3,3.5,37.3,0.1,0.8,13.3,0.5,0.7,69.2,0.1,0.4,0.5,1.2,0.2,0,0.7,"SI"
"397",396,"Charlie Sitton",43,7.1,2.1,0.9,2.2,41.5,0,0,0,0.3,0.6,52,0.6,0.8,1.4,0.6,0.2,0.1,0.4,"NO"
"398",397,"Tom Scheffler",39,6.9,1.3,0.5,1.3,41.2,0,0,0,0.3,0.5,50,0.5,1.5,1.9,0.3,0.2,0.3,0.4,"NO"
"399",398,"Willie White",39,6,3.3,1.3,3.2,41.9,0.1,0.3,36.4,0.5,0.8,67.7,0.4,0.5,0.9,0.7,0.1,0.1,0.8,"NO"
"400",399,"Rick Carlisle",38,4.7,1.8,0.7,1.8,38.8,0,0.1,0,0.4,0.4,88.2,0.2,0.3,0.6,0.7,0.1,0,0.5,"SI"
"401",400,"Ralph Sampson*",82,32.8,21,8.7,16.7,52.3,0,0,25,3.5,5.3,66.1,3.6,7.6,11.1,2,0.8,2.4,3.6,"SI"
"402",401,"Steve Stipanovich",81,30,12,4.8,10.1,48,0,0.2,18.8,2.3,3,75.3,1.4,5.5,6.9,2.1,0.9,0.8,2,"SI"
"403",402,"Ennis Whatley",80,27,8.4,3.3,7,46.9,0,0,0,1.8,2.5,73,0.8,1.7,2.5,8.3,1.5,0.2,3.4,"SI"
"404",403,"Rodney McCray",79,26.3,10.8,4.2,8.5,49.9,0,0.1,25,2.3,3.2,73.1,2.2,3.5,5.7,2.2,0.7,0.7,1.5,"SI"
"405",404,"Anthony Bonner",52,12.8,4.2,1.5,4.3,35.6,0.3,1,24.5,0.8,1.3,63.8,0.9,2,3,0.3,0.4,0.1,0.9,"SI"
"406",405,"Mitchell Wiggins",82,25.9,12.4,4.9,10.9,44.8,0.1,0.4,24.1,2.6,3.5,74.2,1.7,2.3,4,2.3,1.3,0.1,1.7,"SI"
"407",406,"Thurl Bailey",81,24.8,8.5,3.7,7.3,51.2,0,0,0,1.1,1.4,75.2,1.4,4.3,5.7,1.6,0.5,1.5,1.3,"SI"
"408",407,"Jeff Malone",81,24.4,12.1,5,11.3,44.4,0.3,0.9,32.4,1.8,2.1,82.6,0.7,1.2,1.9,1.9,0.3,0.2,1.4,"SI"
"409",408,"Doc Rivers",81,23.9,9.3,3.1,6.7,46.2,0,0.1,16.7,3.1,4,78.5,0.9,1.8,2.7,3.9,1.6,0.4,2.1,"SI"
"410",409,"Roy Hinson",80,23.2,5.5,2.3,4.6,49.6,0,0,0,0.9,1.5,59,2.2,4.1,6.2,0.9,0.4,1.8,1.4,"SI"
"411",410,"Byron Scott",74,22.1,10.6,4.5,9.3,48.4,0.1,0.5,23.5,1.5,1.9,80.6,0.7,1.5,2.2,2.4,1.1,0.3,1.6,"SI"
"412",411,"Paul Thompson",82,21.1,9,3.8,8.1,46.7,0.1,0.5,23.1,1.4,1.8,77.2,1.5,2.3,3.8,1.5,0.8,0.5,0.9,"NO"
"413",412,"Derek Harper",82,20.9,5.7,2.4,5.5,44.3,0,0.3,11.5,0.8,1.2,67.3,0.6,1.5,2.1,2.9,1.2,0.3,1.4,"SI"
"414",413,"Fred Roberts",79,19.4,7.3,2.7,5.1,53.6,0,0.1,25,1.8,2.2,83.7,1.3,2.6,3.8,1.2,0.7,0.5,1.3,"SI"
"415",414,"Rod Foster",80,17.8,8.3,3.3,7.3,44.8,0.3,1.1,26.2,1.5,1.9,78.7,0.5,1,1.5,2.2,0.7,0.1,1.4,"NO"
"416",415,"Dewayne Dedmon",31,12.6,3.1,1.2,2.7,45.8,0,0,0,0.7,1,65.6,1.2,2.9,4.1,0.2,0.2,0.7,0.6,"NO"
"417",416,"Jon Sundvold",73,17.6,6.9,3,6.7,44.5,0.1,0.5,24.3,0.9,1,88.9,0.3,0.9,1.2,3.3,0.4,0,1.1,"SI"
"418",417,"Clyde Drexler*",82,17.2,7.7,3.1,6.8,45.1,0,0,25,1.5,2.1,72.8,1.4,1.5,2.9,1.9,1.3,0.3,1.5,"SI"
"419",418,"Jim Thomas",72,16.9,6.3,2.6,5.6,46.4,0,0.2,9.1,1.1,1.5,72.7,0.8,1.3,2.1,1.8,0.8,0.1,1,"NO"
"420",419,"Darrell Walker",82,16.1,7.9,2.6,6.3,41.7,0,0.2,26.7,2.5,3.2,79.1,0.9,1.1,2,3.5,1.6,0.2,2.4,"SI"
"421",420,"Sidney Lowe",78,15.9,4.2,1.4,3.3,41.3,0,0.2,11.1,1.4,1.8,77.7,0.4,1.2,1.6,3.4,1.2,0.1,1.4,"NO"
"422",421,"Dale Ellis",67,15.8,8.2,3.4,7.4,45.6,0.2,0.4,41.4,1.3,1.8,71.9,1.6,2.1,3.7,0.8,0.6,0.1,1.2,"SI"
"423",422,"Darren Daye",75,15.7,6.1,2.4,5.4,44.1,0,0.1,0,1.3,1.8,71.4,1.2,1.3,2.5,2.3,0.5,0.2,1.3,"SI"
"424",423,"Randy Wittman",78,13.7,4.5,2.1,4.1,50.3,0,0.1,40,0.4,0.6,60.9,0.2,0.7,0.9,0.9,0.2,0,0.4,"SI"
"425",424,"Sidney Green",49,13.6,5.2,2,4.7,43.9,0,0,0,1.1,1.6,71.4,1.2,2.4,3.6,0.5,0.4,0.3,1.2,"SI"
"426",425,"Granville Waiters",78,13.3,3.6,1.6,3.1,51.7,0,0,0,0.4,0.7,60.8,0.8,2.1,2.9,0.8,0.3,1.1,0.8,"SI"
"427",426,"C.J. McCollum",38,12.5,5.3,1.9,4.7,41.6,0.8,2.1,37.5,0.6,0.9,67.6,0.2,1.1,1.3,0.7,0.4,0.1,0.9,"NO"
"428",427,"Howard Carter",55,12.5,6.2,2.6,5.7,45.9,0.1,0.3,26.3,0.9,1.1,77,0.7,0.9,1.6,1.3,0.3,0.1,0.8,"NO"
"429",428,"Dane Suttle",40,11.7,6.5,2.7,5.4,50.9,0,0.1,0,1,1.2,85.1,0.5,0.6,1.2,1.2,0.5,0,0.8,"NO"
"430",429,"Scooter McCray",47,11.1,2.7,1,2.6,38.8,0,0,0,0.7,1.1,70,1,1.5,2.4,0.9,0.2,0.4,0.7,"NO"
"431",430,"Sedale Threatt",45,10.3,3.3,1.4,3.3,41.9,0,0.2,12.5,0.5,0.6,82.1,0.4,0.5,0.9,0.9,0.3,0,0.7,"SI"
"432",431,"John Paxson",49,9.3,2.9,1.2,2.8,44.5,0.1,0.4,18.2,0.3,0.5,61.5,0.1,0.6,0.7,3,0.2,0,0.7,"SI"
"433",432,"Leroy Combs",48,9.3,4.5,1.7,3.4,49.7,0,0.1,0,1.2,1.9,61.5,0.4,0.8,1.2,0.8,0.5,0.4,1,"NO"
"434",433,"Larry Micheaux",39,8.5,3.1,1.3,2.3,54.4,0,0,0,0.5,1,53.8,1,1.9,2.9,0.5,0.5,0.3,0.5,"NO"
"435",434,"Randy Breuer",57,8.3,2.9,1.2,3.1,38.4,0,0,0,0.6,0.8,69.6,0.8,1.1,1.9,0.3,0.2,0.7,0.6,"SI"
"436",435,"Pace Mannion",57,8.2,2.1,0.9,2.2,39.7,0.1,0.2,23.1,0.3,0.4,78.3,0.4,0.6,1,0.8,0.4,0,0.4,"SI"
"437",436,"Kris Dunn",33,16.9,4.1,1.5,4.1,37.3,0.3,0.9,29,0.8,1.2,62.5,0.4,1.9,2.2,2.4,1,0.3,1.2,"NO"
"438",437,"Robbie Hummel",53,12.4,3.4,1.3,3.3,37.9,0.6,1.7,36,0.3,0.3,93.8,0.7,1.8,2.5,0.4,0.3,0,0.2,"NO"
"439",438,"Bruce Kuczenski",15,7.9,1.9,0.7,2.5,27,0,0,0,0.5,0.8,66.7,0.5,1.1,1.5,0.5,0.1,0.1,1,"NO"
"440",439,"Russell Cross",45,7.9,3.7,1.4,2.5,57.1,0,0,0,0.8,2,41.8,0.8,1,1.8,0.5,0.3,0.2,0.4,"NO"
"441",440,"Bob Hansen",55,7.6,2.7,1.2,2.6,44.8,0,0.1,0,0.3,0.5,64.3,0.2,0.6,0.9,0.8,0.3,0.1,0.6,"SI"
"442",441,"Greg Kite",35,5.6,1.9,0.9,1.9,45.5,0,0,0,0.1,0.5,31.3,0.8,1,1.8,0.2,0,0.1,0.6,"SI"
"443",442,"Terry Cummings",70,36.2,23.7,9.8,18.7,52.3,0,0,0,4.2,5.9,70.9,4.3,6.3,10.6,2.5,1.8,0.9,2.9,"SI"
"444",443,"Clark Kellogg",81,34.1,20.1,8.4,17.5,47.9,0,0.2,22.2,3.2,4.3,74.1,4.2,6.4,10.6,2.8,1.7,0.5,2.7,"SI"
"445",444,"Quintin Dailey",76,27.4,15.1,6.2,13.3,46.6,0.1,0.3,20,2.7,3.7,73,1.1,2.3,3.4,3.7,0.9,0.1,2.7,"SI"
"446",445,"Rod Higgins",82,26.8,10.3,3.8,8.5,44.8,0.2,0.5,31.7,2.5,3.2,79.2,1.9,2.5,4.5,2.1,0.8,0.8,1.6,"SI"
"447",446,"Craig Hodges",76,26.6,9.9,4.2,9.3,45.2,0.3,1.2,22.2,1.2,1.7,72.3,0.7,0.9,1.6,3.6,1.1,0.1,2.1,"SI"
"448",447,"Jeff Withey",58,11.8,3.3,1.2,2.2,53.5,0,0,0,0.9,1.3,71.2,0.8,1.7,2.6,0.4,0.3,0.9,0.3,"NO"
"449",448,"James Worthy*",77,25.6,13.4,5.8,10,57.9,0,0.1,25,1.8,2.9,62.4,2,3.1,5.2,1.7,1.2,0.8,2.3,"SI"
"450",449,"Trent Tucker",78,23.5,8.4,3.8,8.3,46.2,0.2,0.4,46.7,0.6,0.8,67.2,1,1.8,2.8,2.5,0.7,0.1,0.9,"SI"
"451",450,"Terry Teagle",73,23.4,10.4,4.5,10.6,42.8,0.1,0.4,34.5,1.2,1.7,69.6,1,1.6,2.7,2.1,0.7,0.3,1.9,"SI"
"452",451,"Marc Iavaroni",80,20.2,5.1,2,4.4,46.2,0,0,0,1,1.4,69,1.5,2.7,4.1,1,0.4,0.6,1.7,"SI"
"453",452,"Ed Nealy",82,20,4.4,1.8,3,59.5,0,0,0,0.9,1.4,61.4,2.1,3.8,5.9,0.8,0.8,0.1,0.6,"SI"
"454",453,"Rob Williams",74,19.5,7,2.6,6.3,40.8,0,0.2,13.3,1.8,2.4,75.3,0.5,1.3,1.8,4.9,1.2,0.2,2.5,"NO"
"455",454,"Jerry Eaves",82,19.4,9.3,3.4,7,48.7,0,0.1,12.5,2.4,3,81,0.4,1.1,1.5,2.6,0.6,0,1.9,"NO"
"456",455,"Paul Pressey",79,19.3,6.7,2.7,5.9,45.7,0,0.1,11.1,1.3,2.2,59.7,1.1,2.5,3.6,2.6,1.3,0.6,2,"SI"
"457",456,"Brandon Davies",51,11.3,2.8,1.1,2.5,42.2,0,0.2,20,0.7,1,64.2,0.7,1.4,2.1,0.5,0.5,0.2,0.7,"NO"
"458",457,"Lester Conner",75,18.9,4.9,1.9,4,47.9,0,0.1,0,1.1,1.5,69.9,0.9,2,2.9,3.4,1.6,0.1,1.3,"SI"
"459",458,"Mark Eaton",81,18.9,4.3,1.8,4.4,41.4,0,0,0,0.7,1.1,65.6,1.1,4.6,5.7,1.4,0.3,3.4,1.7,"SI"
"460",459,"Bill Garnett",75,18.8,6.3,2.3,4.3,53.3,0,0,0,1.7,2.3,74.1,1.9,3.5,5.4,1.4,0.6,0.9,1.1,"NO"
"461",460,"Jeff Taylor",44,17.6,3.6,1.5,3.6,40,0,0,0,0.7,1,65.2,0.6,1.2,1.8,2.5,0.9,0.3,1.4,"NO"
"462",461,"Jeff Taylor",77,19.6,6.1,2.2,5.2,43.1,0.7,2,34.4,1,1.3,72.8,0.7,1.3,1.9,0.8,0.6,0.2,0.6,"NO"
"463",462,"Bryan Warrick",43,16.9,4,1.5,4,38,0,0.1,0,1,1.3,73.7,0.3,1.3,1.6,2.9,0.5,0.2,1.6,"NO"
"464",463,"Sleepy Floyd",76,16.4,8.1,3,6.9,42.9,0.1,0.3,40,2,2.4,83.3,0.7,1.1,1.8,1.8,0.8,0.2,1.4,"SI"
"465",464,"Richard Anderson",78,16.3,5.2,2.2,5.5,40.4,0.1,0.2,36.8,0.6,0.9,69.6,1.4,2.1,3.5,1.5,0.7,0.3,1.2,"SI"
"466",465,"Russ Schoene",77,15.9,6.2,2.7,5.6,47.6,0,0.1,25,0.8,1.1,73.5,1.2,2.1,3.3,0.8,0.3,0.3,1.1,"NO"
"467",466,"John Bagley",68,14.6,5.7,2.4,5.5,43.2,0,0.2,0,0.9,1.2,76.2,0.3,1.2,1.4,2.5,0.8,0.1,1.7,"SI"
"468",467,"Archie Goodwin",52,10.3,3.7,1.5,3.2,45.5,0.1,0.7,13.9,0.7,1.1,67.3,0.5,1.2,1.7,0.4,0.4,0.2,0.8,"NO"
"469",468,"Cliff Levingston",62,14.2,5.6,2.1,4.4,48.5,0,0,0,1.4,2.4,57.1,1.7,2.1,3.7,0.8,0.4,0.6,1.2,"SI"
"470",469,"LaSalle Thompson",71,13.9,5.4,2.1,4,51.2,0,0,0,1.3,1.9,65,1.9,3.4,5.3,0.5,0.6,0.9,1.4,"SI"
"471",470,"Bruce Flowers",53,13.2,4.9,2.1,3.9,53.4,0,0,0,0.8,1,77.4,1.3,2.1,3.4,0.9,0.4,0.2,0.8,"NO"
"472",471,"Corny Thompson",44,11.8,2.8,1,3.1,31.4,0,0,0,0.8,1,78.3,0.9,1.8,2.7,0.8,0.3,0.2,0.7,"NO"
"473",472,"Walker Russell",68,11.1,2.7,1,2.7,36.4,0,0.3,11.1,0.7,0.9,81,0.3,0.8,1.1,1.9,0.2,0,1.4,"NO"
"474",473,"Walker Russell",68,11.1,2.7,1,2.7,36.4,0,0.3,11.1,0.7,0.9,81,0.3,0.8,1.1,1.9,0.2,0,1.4,"SI"
"475",474,"David Thirdkill",49,10.6,4,1.5,3.5,43.5,0,0.1,14.3,0.9,1.6,57.7,0.6,0.9,1.5,0.7,0.4,0.1,1,"SI"
